record_id,nli_actor_index,nli_opinion_index,nli_chunk_index,nli_actor_name,nli_opinion,match_method,occurrences,actor_turn_occurrences,transcript_start,transcript_end,matched_text,speaker_name,turn_start,turn_end,turn_attribution_verified
91,5,1,0,Victor Iocca,Sugeriu a aprovação de projetos de lei que retiram os subsídios da conta de energia e modernizam o mercado de energia.,NO_MATCH,0,0,,,,,,,unknown
91,5,1,1,Victor Iocca,Sugeriu a aprovação de projetos de lei que retiram os subsídios da conta de energia e modernizam o mercado de energia.,EXACT_MATCH,1,1,66405,66964,"Então, o momento é de muita reflexão. O que seria possível fazer para realmente trazer para baixo todo o custo estrutural do nosso mercado, beneficiando os consumidores? A primeira sugestão que nós temos seria a aprovação do Projeto de Lei nº 4.012, de 2021, do Deputado Paulo Ganime. Esse projeto permite retirar todas as políticas públicas e subsídios da conta de energia e transferir isso para o orçamento da União. Apenas a aprovação desse projeto que permite a retirada desses custos é capaz de reduzir a tarifa de todos os brasileiros em pelo menos 10%.",VICTOR IOCCA,61908,68852,true
91,5,1,2,Victor Iocca,Sugeriu a aprovação de projetos de lei que retiram os subsídios da conta de energia e modernizam o mercado de energia.,NO_MATCH,0,0,,,,,,,unknown
91,5,1,3,Victor Iocca,Sugeriu a aprovação de projetos de lei que retiram os subsídios da conta de energia e modernizam o mercado de energia.,NO_MATCH,0,0,,,,,,,unknown
91,5,2,0,Victor Iocca,Defendeu o respeito aos contratos e a fiscalização das termoelétricas contratadas em momentos emergenciais.,NORMALIZED_EXACT_MATCH,1,1,68006,68778,"Deveriam ter começado no início deste mês e têm prazo de mais ou menos 90 dias para realmente começarem a entrar num processo de descumprimento contratual. Como estamos defendendo sempre o respeito aos contratos, pedimos que os contratos efetuados com essas termoelétricas sejam respeitados, inclusive nas cláusulas de rescisão. Isso poderia contribuir muito para a amenização no reajuste tarifário de todas as distribuidoras do Brasil.

Precisamos dialogar justamente para encontrar soluções que reduzam, de forma definitiva, o custo da nossa energia para todos os brasileiros, com soluções estruturais, principalmente buscando evitar o efeito rebote. Transferir reajustes tarifários para os próximos anos realmente pode levar a um impacto ainda muito maior infelizmente.",VICTOR IOCCA,61908,68852,true
91,5,2,1,Victor Iocca,Defendeu o respeito aos contratos e a fiscalização das termoelétricas contratadas em momentos emergenciais.,NO_MATCH,0,0,,,,,,,unknown
91,5,2,2,Victor Iocca,Defendeu o respeito aos contratos e a fiscalização das termoelétricas contratadas em momentos emergenciais.,NORMALIZED_EXACT_MATCH,1,1,64952,65504,"Então, todo o custo para gerar energia pelas termoelétricas para conseguirmos guardar água nos nossos reservatórios foi uma operação excepcional que trouxe, infelizmente, custos extraordinários. Em 2021, o custo adicional para operar as térmicas foi da ordem de 26 bilhões de reais. E isso tem um impacto muito grande.

Ademais, como já foi colocado, nós tivemos o represamento de alguns reajustes tarifários, em comum acordo entre a ANEEL e as distribuidoras. O represamento desses reajustes, em 2021, está sendo devolvido para todas as tarifas agora.",VICTOR IOCCA,61908,68852,true
91,5,2,3,Victor Iocca,Defendeu o respeito aos contratos e a fiscalização das termoelétricas contratadas em momentos emergenciais.,NO_MATCH,0,0,,,,,,,unknown
91,6,0,0,Thiago Fujita,Criticou o contrato de concessão da ENEL Ceará por ser omisso e prejudicial aos consumidores.,NORMALIZED_EXACT_MATCH,1,1,69963,70758,"Muito obrigado, Deputado Danilo Forte, por meio de quem saúdo todos os demais participantes desta audiência pública.

Deputado, de forma muito clara e correta, V.Exa. expõe a problemática do contrato de concessão da Enel Ceará, assinado em 1998, num cenário econômico completamente diferente, com uma fórmula que onera o consumidor, principalmente em cenário pós-pandêmico e em momento de guerra externa, e impacta negativamente não só o consumidor, mas também o comércio em geral, a indústria e a agricultura. Nós não estamos discutindo um mero reajuste, mas sim um reajuste de um quarto nas contas e que vai gerar um efeito cascata gigantesco.

Quem olhar o contrato de concessão da Enel Ceará observará que é um contrato extremamente resumido, para não dizer omisso, em uma série de questões.",THIAGO FUJITA,69963,73323,true
91,6,0,1,Thiago Fujita,Criticou o contrato de concessão da ENEL Ceará por ser omisso e prejudicial aos consumidores.,NORMALIZED_EXACT_MATCH,1,1,70610,71400,"Quem olhar o contrato de concessão da Enel Ceará observará que é um contrato extremamente resumido, para não dizer omisso, em uma série de questões. No contrato faltam penalidades, falta, sim, uma regra de revisão, pois, infelizmente, no sistema de concessão brasileiro, atualmente, existe uma série de socorros para as concessionárias. Quem dera que os empresários, os consumidores tivessem tantas contas como as que são criadas, bandeiras tarifárias, Conta COVID, uma série de situações criadas para socorrer o sistema. Entretanto isso nem sempre é possível quando se fala de particulares no Brasil. Muito pelo contrário, sabemos da dificuldade que é pagar as contas.

É necessário e imperioso revisar esse contrato, inclusive a Assembleia Legislativa entrou no debate no Estado do Ceará.",THIAGO FUJITA,69963,73323,true
91,6,0,2,Thiago Fujita,Criticou o contrato de concessão da ENEL Ceará por ser omisso e prejudicial aos consumidores.,NORMALIZED_EXACT_MATCH,1,1,72477,73321,"Muitas vezes isso pouco se discute. Eu vejo neste momento levantarmos isso, sem falar de contratações de energia com termelétricas, com empresas na distribuição que participam do próprio grupo da Enel Brasil.

Solicitamos, sim, a intervenção parlamentar, não como quebra de contrato, simplesmente descendo uma resolução para se imaginar que numa canetada tudo se resolve, mas é importante que os setores também se abram ao diálogo para que haja uma revisão desse modelo e principalmente no caso da Enel Ceará, porque de fato se torna insustentável a um dos Estados mais pobres, infelizmente, da Nação ter que arcar com a oitava maior entre as dez maiores energias do Brasil, sendo um dos maiores produtores de energia limpa.

Eu passo a palavra ao meu colega Sávio Aguiar, Conselheiro da ACEDECON, para que também traga contribuições ao debate.",THIAGO FUJITA,69963,73323,true
91,6,0,3,Thiago Fujita,Criticou o contrato de concessão da ENEL Ceará por ser omisso e prejudicial aos consumidores.,EXACT_MATCH,1,1,72000,72512,"Muito se fala em cumprimento da fórmula de reajuste, em segurança jurídica, mas eu tenho certeza de que qualquer um, diante de um contrato que não garanta a segurança jurídica para o seu cliente, dificilmente não iria requerer uma negociação com o seu credor. O consumidor vê a Enel sendo campeã de reclamação no DECON Ceará, do Ministério Público, e no PROCON de Fortaleza. Não é possível manter essa situação. Aqui no Ceará por demais é questionada a qualidade dos serviços. Muitas vezes isso pouco se discute.",THIAGO FUJITA,69963,73323,true
91,6,1,0,Thiago Fujita,Defendeu a revisão do contrato e maior transparência nos reajustes tarifários.,NORMALIZED_EXACT_MATCH,1,1,69963,70758,"Muito obrigado, Deputado Danilo Forte, por meio de quem saúdo todos os demais participantes desta audiência pública.

Deputado, de forma muito clara e correta, V.Exa. expõe a problemática do contrato de concessão da Enel Ceará, assinado em 1998, num cenário econômico completamente diferente, com uma fórmula que onera o consumidor, principalmente em cenário pós-pandêmico e em momento de guerra externa, e impacta negativamente não só o consumidor, mas também o comércio em geral, a indústria e a agricultura. Nós não estamos discutindo um mero reajuste, mas sim um reajuste de um quarto nas contas e que vai gerar um efeito cascata gigantesco.

Quem olhar o contrato de concessão da Enel Ceará observará que é um contrato extremamente resumido, para não dizer omisso, em uma série de questões.",THIAGO FUJITA,69963,73323,true
91,6,1,1,Thiago Fujita,Defendeu a revisão do contrato e maior transparência nos reajustes tarifários.,NORMALIZED_EXACT_MATCH,1,1,71632,72259,"O consumidor não tem escolha. Ele tem concessão de energia e é cliente da Enel. Dessa forma, nós precisamos rever, sim, se um contrato que foi assassinado há 24 anos ainda é capaz de manter as bases e inclusive o mínimo, vamos dizer assim, da saúde da economia do nosso País.

Nós realmente precisamos rever isso, diante de cláusulas omissas, das quais pouco se fala. Muito se fala em cumprimento da fórmula de reajuste, em segurança jurídica, mas eu tenho certeza de que qualquer um, diante de um contrato que não garanta a segurança jurídica para o seu cliente, dificilmente não iria requerer uma negociação com o seu credor.",THIAGO FUJITA,69963,73323,true
91,6,1,2,Thiago Fujita,Defendeu a revisão do contrato e maior transparência nos reajustes tarifários.,EXACT_MATCH,1,1,72000,72512,"Muito se fala em cumprimento da fórmula de reajuste, em segurança jurídica, mas eu tenho certeza de que qualquer um, diante de um contrato que não garanta a segurança jurídica para o seu cliente, dificilmente não iria requerer uma negociação com o seu credor. O consumidor vê a Enel sendo campeã de reclamação no DECON Ceará, do Ministério Público, e no PROCON de Fortaleza. Não é possível manter essa situação. Aqui no Ceará por demais é questionada a qualidade dos serviços. Muitas vezes isso pouco se discute.",THIAGO FUJITA,69963,73323,true
91,6,1,3,Thiago Fujita,Defendeu a revisão do contrato e maior transparência nos reajustes tarifários.,NORMALIZED_EXACT_MATCH,1,1,70610,71400,"Quem olhar o contrato de concessão da Enel Ceará observará que é um contrato extremamente resumido, para não dizer omisso, em uma série de questões. No contrato faltam penalidades, falta, sim, uma regra de revisão, pois, infelizmente, no sistema de concessão brasileiro, atualmente, existe uma série de socorros para as concessionárias. Quem dera que os empresários, os consumidores tivessem tantas contas como as que são criadas, bandeiras tarifárias, Conta COVID, uma série de situações criadas para socorrer o sistema. Entretanto isso nem sempre é possível quando se fala de particulares no Brasil. Muito pelo contrário, sabemos da dificuldade que é pagar as contas.

É necessário e imperioso revisar esse contrato, inclusive a Assembleia Legislativa entrou no debate no Estado do Ceará.",THIAGO FUJITA,69963,73323,true
104,0,0,0,Hugo Leal,"Enfatizou a importância de preparar um ambiente onde o Parlamento esteja preparado para tomar decisões sobre o setor elétrico, ouvindo pessoas interessadas.",NORMALIZED_EXACT_MATCH,1,1,157020,157958,"Lato sensu, é para a defesa disso que nós estamos aqui, é esse o trabalho que o Parlamento exerce.

Se pudéssemos, nós estenderíamos ainda mais esta audiência, mas faremos outras, teremos outros encontros, ouviremos outras manifestações. O que eu quero deixar claro é que a Comissão de Minas e Energia — e eu falei isto com o Deputado Júnior Ferrari — não vai se furtar a continuar aprofundando este debate, a chamar eventualmente para colaborar todos os que se manifestaram e outros que poderão vir se manifestar, a fazer mais reuniões técnicas, para aos poucos definirmos um perfil, uma proposta legislativa que vá ao encontro, e não de encontro, ao que o Governo, ao que Executivo também está pensando. Aqui não há disputa, não há queda de braço, aqui há um pensamento e um cuidado muito grande para fazermos as definições.

Quero agradecer pela presença aos nossos 14 expositores, que desde as 10 horas da manhã estão aqui bravamente.",Hugo Leal,156917,159537,true
104,0,0,1,Hugo Leal,"Enfatizou a importância de preparar um ambiente onde o Parlamento esteja preparado para tomar decisões sobre o setor elétrico, ouvindo pessoas interessadas.",NORMALIZED_EXACT_MATCH,1,1,141529,142335,"Não vamos discutir o projeto em si. Vamos discutir os temas, porque as contribuições que foram dadas aqui são contribuições extremamente relevantes. Eu gostaria de ter dado meia hora para cada consumidor, meia hora para cada entidade representativa, mas nós tivemos que compilar por causa do tempo, por causa do prazo.

Nós, Parlamentares, Deputados desta Comissão, temos que fazer um ambiente interno, que não precisa ser nas nossas reuniões ordinárias, que são às quartas-feiras, mas uma reunião em que possamos parar, mergulhar e começar a discutir isso e suas consequências, ouvindo pessoas que achamos interessantes, não como audiência pública, mas como reunião técnica.

Esse é um tema extremamente delicado, é um tema que causa instabilidade em vários momentos, mas decisões vão ter que ser tomadas.",Hugo Leal,135431,143419,true
104,0,0,2,Hugo Leal,"Enfatizou a importância de preparar um ambiente onde o Parlamento esteja preparado para tomar decisões sobre o setor elétrico, ouvindo pessoas interessadas.",NORMALIZED_EXACT_MATCH,1,1,30672,31840,"Convido para tomarem assento: o Sr. Victor Hugo Iocca, Diretor de Energia Elétrica da Associação Brasileira de Grandes Consumidores Industriais de Energia e de Consumidores Livres — ABRACE; a Sra. Renata Albuquerque Ribeiro, Coordenadora do Programa de Energia e Sustentabilidade do Instituto de Defesa do Consumidor — IDEC; a Sra. Rosimeire Cecília da Costa, Presidente do Conselho Nacional de Consumidores de Energia Elétrica — CONACEN; o Sr. Ricardo Brandão, Diretor Executivo de Regulação da Associação Brasileira de Distribuidores de Energia Elétrica — ABRADEE; e o Sr. Rodrigo Ferreira, Presidente da Associação Brasileira dos Comercializadores de Energia — ABRACEEL.

Repito aqui, enquanto estamos formando a Mesa, para esclarecer aos convidados, a quem está nos assistindo e também aos meus colegas, que entendemos ser melhor fazer a distribuição dos debates por Mesas. A primeira Mesa foi sobre a discussão da geração distribuída da energia solar, sobre os impactos que ela pode causar nas propostas que estamos discutindo. Agora vamos para a segunda Mesa, que vai tratar dos consumidores, também dos distribuidores de energia e das entidades representativas.",Hugo Leal,29647,32678,true
104,0,0,3,Hugo Leal,"Enfatizou a importância de preparar um ambiente onde o Parlamento esteja preparado para tomar decisões sobre o setor elétrico, ouvindo pessoas interessadas.",NORMALIZED_EXACT_MATCH,1,1,69069,70028,"Passo a chamar aqui o Sr. Alexandre Carlos Leite de Figueiredo, da Secretaria de Controle Externo de Energia do Tribunal de Contas da União — TCU; o Sr. Vinicius Fuzeira de Sá e Benevides, Presidente da Associação Brasileira de Agências Reguladoras — ABAR; o Sr. Marco Antonio Vilela de Oliveira, Superintendente de Energia Elétrica da Secretaria de Energia e Economia do Mar do Estado do Rio de Janeiro; o caríssimo Sr. Sandoval de Araújo Feitosa, Diretor-Geral da Agência Nacional de Energia — ANEEL, a quem agradeço desde já a presença aqui; e o Sr. Frederico de Araújo Teles, Diretor de Políticas Setoriais do Ministério de Minas e Energia.(Palmas.)

A ideia é que este painel possa se estender um pouco mais.

Todos os convidados expositores são fundamentais e importantes para o nosso debate, mas são órgãos do setor público e nós vamos concentrar. Obviamente, esta Mesa não será desfeita, e será dada oportunidade de perguntas aos nossos Parlamentares.",Hugo Leal,67948,70674,true
104,0,1,0,Hugo Leal,Destacou a necessidade de uma reunião técnica interna entre Parlamentares para discutir as contribuições e temas levantados na audiência.,NORMALIZED_EXACT_MATCH,1,1,141529,142335,"Não vamos discutir o projeto em si. Vamos discutir os temas, porque as contribuições que foram dadas aqui são contribuições extremamente relevantes. Eu gostaria de ter dado meia hora para cada consumidor, meia hora para cada entidade representativa, mas nós tivemos que compilar por causa do tempo, por causa do prazo.

Nós, Parlamentares, Deputados desta Comissão, temos que fazer um ambiente interno, que não precisa ser nas nossas reuniões ordinárias, que são às quartas-feiras, mas uma reunião em que possamos parar, mergulhar e começar a discutir isso e suas consequências, ouvindo pessoas que achamos interessantes, não como audiência pública, mas como reunião técnica.

Esse é um tema extremamente delicado, é um tema que causa instabilidade em vários momentos, mas decisões vão ter que ser tomadas.",Hugo Leal,135431,143419,true
104,0,1,1,Hugo Leal,Destacou a necessidade de uma reunião técnica interna entre Parlamentares para discutir as contribuições e temas levantados na audiência.,NO_MATCH,0,0,,,,,,,unknown
104,0,1,2,Hugo Leal,Destacou a necessidade de uma reunião técnica interna entre Parlamentares para discutir as contribuições e temas levantados na audiência.,NORMALIZED_EXACT_MATCH,1,1,158669,159240,"Então, nós vamos ficar em assembleia permanente — viu, Fábio? — e vamos definir esse debate, que é muito importante.

A Comissão tem que dar essa contribuição. Por óbvio que o Plenário sempre será soberano, porque lá ficam todos os Parlamentares, mas o papel das Comissões — e eu disse isto na posse aqui na Comissão — é fundamental, é técnico, precisa ser aprimorado e respeitado. É isso o que nós vamos buscar, em decorrência, junto com os demais Líderes.

Encerrado o nosso debate, quero agradecer aos expositores pelas valiosas contribuições para a discussão do tema.",Hugo Leal,156917,159537,true
104,0,1,3,Hugo Leal,Destacou a necessidade de uma reunião técnica interna entre Parlamentares para discutir as contribuições e temas levantados na audiência.,NORMALIZED_EXACT_MATCH,1,1,140996,141564,"Mas uma decisão se avizinha. E essa decisão que se avizinha, cada vez mais, não pode sofrer com esses contornos de impulso, de bravata.

Então, eu faço um pedido aqui aos nobres colegas que estão presentes, aos outros que estão nos ouvindo e ao Fábio, da Comissão, para que nós possamos aqui fazer uma reunião técnica, só dos Parlamentares — e eu vou falar com o Deputado Júnior Ferrari —, para nós discutirmos isso. Eu sei que a audiência pública tem uma característica de oitiva, o que é muito bom, e isso tem previsão regimental. Não vamos discutir o projeto em si.",Hugo Leal,135431,143419,true
104,0,2,0,Hugo Leal,Expressou a preocupação com a instabilidade causada pelo tema e a urgência de tomar decisões consensuais para não colocar o setor elétrico em risco.,NORMALIZED_EXACT_MATCH,1,1,32071,32676,"Eu pediria também que obedecêssemos ao limite de tempo, repito, para podermos privilegiar o debate, essa é a ideia.

Eu entendi que era importante ampliar esta audiência pública para a oitiva dessas entidades, mas é necessário que possamos resumir o máximo possível ao passar o recado aqui, para depois passarmos o espaço para as instituições públicas.

Eu vou, então, passar a palavra ao próximo expositor convidado, o Sr. Victor Hugo Iocca, Diretor de Energia Elétrica da Associação Brasileira de Grandes Consumidores Industriais de Energia e de Consumidores Livres — ABRACE.

V.Sa. dispõe de 5 minutos.",Hugo Leal,29647,32678,true
104,0,2,1,Hugo Leal,Expressou a preocupação com a instabilidade causada pelo tema e a urgência de tomar decisões consensuais para não colocar o setor elétrico em risco.,NO_MATCH,0,0,,,,,,,unknown
104,0,2,2,Hugo Leal,Expressou a preocupação com a instabilidade causada pelo tema e a urgência de tomar decisões consensuais para não colocar o setor elétrico em risco.,NORMALIZED_EXACT_MATCH,1,1,142206,142690,"Esse é um tema extremamente delicado, é um tema que causa instabilidade em vários momentos, mas decisões vão ter que ser tomadas. Isso é o que queremos. Eu não quero esperar, não quero conflitar com o decreto que o Presidente vai editar, ou que o Ministro vai apresentar. Queremos preparar um ambiente em que o Parlamento esteja também preparado, tanto a Câmara quanto o Senado.

Eu acho que essa é a principal preocupação, e um desdobramento desta audiência pública poderia ser isto.",Hugo Leal,135431,143419,true
104,0,2,3,Hugo Leal,Expressou a preocupação com a instabilidade causada pelo tema e a urgência de tomar decisões consensuais para não colocar o setor elétrico em risco.,NORMALIZED_EXACT_MATCH,1,1,2301,2859,"Energia do Tribunal de Contas da União — TCU; Sr. Sandoval de Araújo Feitosa Neto, Diretor-Geral da Agência Nacional de Energia Elétrica — ANEEL; e Sr. Frederico de Araújo Teles, Diretor do Departamento de Políticas Setoriais do Ministério das Minas e Energia — MME.

Dessa forma, esperamos dar agilidade e também sequência ao nosso debate. A ideia é falar não só sobre temas que estão nos PLs que foram manifestados aqui, mas também sobre a proposta apresentada pelo Governo Federal na Medida Provisória nº 1.212, de 2024, e outros temas que são correlatos.",Hugo Leal,46,4060,true
104,1,0,0,Rodrigo Lopes Sauaia,"Ressaltou a relevância da energia solar, que já é a segunda maior fonte da matriz elétrica brasileira.",NORMALIZED_EXACT_MATCH,1,1,5103,5912,"Eu trago aqui a apresentação em nome da ABSOLAR, associação que representa o setor solar fotovoltaico brasileiro, empresários de pequeno, médio e grande porte, consumidores, usuários da energia solar fotovoltaica, também olhando para os temas de armazenamento de energia elétrica e de hidrogênio verde.

Primeiro, vou começar dizendo, Sr. Presidente, que hoje a energia solar já é uma fonte extremamente relevante para o nosso País. Ela é a segunda maior fonte da matriz elétrica brasileira. Nós temos mais de 41 gigawatts neste momento em operação no País. São mais de 195 bilhões de reais em investimentos, mais de 1,2 milhão de empregos que foram gerados pela energia solar nos últimos 10 anos, ajudando, inclusive, a fortalecer os cofres públicos com mais de 50 bilhões de reais em arrecadação no período.",RODRIGO LOPES SAUAIA,4798,10956,true
104,1,0,1,Rodrigo Lopes Sauaia,"Ressaltou a relevância da energia solar, que já é a segunda maior fonte da matriz elétrica brasileira.",NORMALIZED_EXACT_MATCH,1,1,5661,6736,"São mais de 195 bilhões de reais em investimentos, mais de 1,2 milhão de empregos que foram gerados pela energia solar nos últimos 10 anos, ajudando, inclusive, a fortalecer os cofres públicos com mais de 50 bilhões de reais em arrecadação no período.

Vou trazer aqui pontos específicos que nos preocupam e que chamaram a nossa atenção em relação a projetos de lei que estão tramitando na Casa e fazem parte do assunto desta audiência pública.

Começo pelo Projeto de Lei nº 4.831, de 2023, que traz uma proposta que muito nos preocupou, Sr. Presidente, demais participantes e Deputados aqui presentes, e que seria um grande retrocesso para o nosso setor. Trata-se de uma limitação de 10% na participação da geração distribuída na matriz elétrica brasileira, algo que não existe em outros países, não se observa esse tipo de dispositivo legal, e que, se implementado, prejudicaria os investimentos do setor, a geração de empregos verdes no nosso País e traria, inclusive, uma redução de arrecadação para o próprio Governo Federal do ponto de vista de impostos sobre o setor.",RODRIGO LOPES SAUAIA,4798,10956,true
104,1,0,2,Rodrigo Lopes Sauaia,"Ressaltou a relevância da energia solar, que já é a segunda maior fonte da matriz elétrica brasileira.",NORMALIZED_EXACT_MATCH,1,1,9752,10447,"Em 2012, quando começou esse mercado, 72 milhões de unidades consumidoras eram atendidas pelas distribuidoras. Hoje, apenas 3,5 milhões dessas unidades consumidoras já se beneficiam da geração distribuída, mas 20 milhões de novas unidades consumidoras foram adicionadas à matriz elétrica brasileira, ao nosso sistema interligado, supridas pelas distribuidoras. O mercado delas aumentou muito mais do que a geração distribuída ocupou esse espaço.

Então, está claro que a geração distribuída não prejudica, nesse sentido, o avanço da matriz elétrica brasileira. Pelo contrário, nós já fizemos as contas de quanto isso pode ajudar do ponto de vista de redução de custos para todos os consumidores.",RODRIGO LOPES SAUAIA,4798,10956,true
104,1,0,3,Rodrigo Lopes Sauaia,"Ressaltou a relevância da energia solar, que já é a segunda maior fonte da matriz elétrica brasileira.",NORMALIZED_EXACT_MATCH,1,1,4888,5405,"Obrigado.

Espero que todos estejam conseguindo acompanhar a apresentação. Vou sair aqui para a lateral para que fique mais fácil vê-la.

Nós temos uma série de assuntos importantes neste momento no setor elétrico. Eu trago aqui a apresentação em nome da ABSOLAR, associação que representa o setor solar fotovoltaico brasileiro, empresários de pequeno, médio e grande porte, consumidores, usuários da energia solar fotovoltaica, também olhando para os temas de armazenamento de energia elétrica e de hidrogênio verde.",RODRIGO LOPES SAUAIA,4798,10956,true
104,1,1,0,Rodrigo Lopes Sauaia,"Criticou o Projeto de Lei nº 4.831, de 2023, que propõe limitar a participação da geração distribuída na matriz elétrica brasileira a 10%, argumentando que isso prejudicaria investimentos e a geração de empregos no setor solar.",NORMALIZED_EXACT_MATCH,1,1,5661,6736,"São mais de 195 bilhões de reais em investimentos, mais de 1,2 milhão de empregos que foram gerados pela energia solar nos últimos 10 anos, ajudando, inclusive, a fortalecer os cofres públicos com mais de 50 bilhões de reais em arrecadação no período.

Vou trazer aqui pontos específicos que nos preocupam e que chamaram a nossa atenção em relação a projetos de lei que estão tramitando na Casa e fazem parte do assunto desta audiência pública.

Começo pelo Projeto de Lei nº 4.831, de 2023, que traz uma proposta que muito nos preocupou, Sr. Presidente, demais participantes e Deputados aqui presentes, e que seria um grande retrocesso para o nosso setor. Trata-se de uma limitação de 10% na participação da geração distribuída na matriz elétrica brasileira, algo que não existe em outros países, não se observa esse tipo de dispositivo legal, e que, se implementado, prejudicaria os investimentos do setor, a geração de empregos verdes no nosso País e traria, inclusive, uma redução de arrecadação para o próprio Governo Federal do ponto de vista de impostos sobre o setor.",RODRIGO LOPES SAUAIA,4798,10956,true
104,1,1,1,Rodrigo Lopes Sauaia,"Criticou o Projeto de Lei nº 4.831, de 2023, que propõe limitar a participação da geração distribuída na matriz elétrica brasileira a 10%, argumentando que isso prejudicaria investimentos e a geração de empregos no setor solar.",NO_MATCH,0,0,,,,,,,unknown
104,1,1,2,Rodrigo Lopes Sauaia,"Criticou o Projeto de Lei nº 4.831, de 2023, que propõe limitar a participação da geração distribuída na matriz elétrica brasileira a 10%, argumentando que isso prejudicaria investimentos e a geração de empregos no setor solar.",NORMALIZED_EXACT_MATCH,1,1,8233,9251,"O Governo não faz leilões de energia nova, renovável, desde 2022. É o mercado livre que é hoje o espaço onde novos projetos são contratados.

Então, diante disso, quando olhamos para a importância do mercado livre hoje, que já representa 37% do suprimento de energia elétrica no Brasil, restringir esse mercado a 30%, no máximo, seria impedir a recontratação de 7% de toda a energia elétrica do nosso País nesse ambiente. Isso poderia trazer enorme insegurança jurídica e regulatória, congelamento e fuga de investimentos, perda de competitividade, ou seja, esse dispositivo, em específico, traz consequências nefastas para o avanço do setor elétrico brasileiro e, diante disso, um risco de aumento do preço da energia elétrica, aumento de bandeiras tarifárias, risco de blecautes, risco de fechamento de empresas e perda de empregos verdes. Por isso, com o efeito deletério de aumentar ainda mais a inflação, nós recomendamos que esses dispositivos específicos do PL 4.831/23 sejam revistos e, se possível, retirados.",RODRIGO LOPES SAUAIA,4798,10956,true
104,1,1,3,Rodrigo Lopes Sauaia,"Criticou o Projeto de Lei nº 4.831, de 2023, que propõe limitar a participação da geração distribuída na matriz elétrica brasileira a 10%, argumentando que isso prejudicaria investimentos e a geração de empregos no setor solar.",NORMALIZED_EXACT_MATCH,1,1,9075,9550,"Por isso, com o efeito deletério de aumentar ainda mais a inflação, nós recomendamos que esses dispositivos específicos do PL 4.831/23 sejam revistos e, se possível, retirados.

Importante dizer que muito se diz que a geração distribuída não pode aumentar tanto no País. Discordamos. Estamos no começo de um processo que tem muito espaço para avançar. Na Austrália, por exemplo, uma em cada três casas gera a própria energia, sem prejuízo para a matriz elétrica daquele país.",RODRIGO LOPES SAUAIA,4798,10956,true
104,1,2,0,Rodrigo Lopes Sauaia,Defendeu que a limitação proposta atrasaria a transição energética e reduziria a arrecadação de impostos.,NO_MATCH,0,0,,,,,,,unknown
104,1,2,1,Rodrigo Lopes Sauaia,Defendeu que a limitação proposta atrasaria a transição energética e reduziria a arrecadação de impostos.,NORMALIZED_EXACT_MATCH,1,1,5661,6736,"São mais de 195 bilhões de reais em investimentos, mais de 1,2 milhão de empregos que foram gerados pela energia solar nos últimos 10 anos, ajudando, inclusive, a fortalecer os cofres públicos com mais de 50 bilhões de reais em arrecadação no período.

Vou trazer aqui pontos específicos que nos preocupam e que chamaram a nossa atenção em relação a projetos de lei que estão tramitando na Casa e fazem parte do assunto desta audiência pública.

Começo pelo Projeto de Lei nº 4.831, de 2023, que traz uma proposta que muito nos preocupou, Sr. Presidente, demais participantes e Deputados aqui presentes, e que seria um grande retrocesso para o nosso setor. Trata-se de uma limitação de 10% na participação da geração distribuída na matriz elétrica brasileira, algo que não existe em outros países, não se observa esse tipo de dispositivo legal, e que, se implementado, prejudicaria os investimentos do setor, a geração de empregos verdes no nosso País e traria, inclusive, uma redução de arrecadação para o próprio Governo Federal do ponto de vista de impostos sobre o setor.",RODRIGO LOPES SAUAIA,4798,10956,true
104,1,2,2,Rodrigo Lopes Sauaia,Defendeu que a limitação proposta atrasaria a transição energética e reduziria a arrecadação de impostos.,NORMALIZED_EXACT_MATCH,1,1,8233,9251,"O Governo não faz leilões de energia nova, renovável, desde 2022. É o mercado livre que é hoje o espaço onde novos projetos são contratados.

Então, diante disso, quando olhamos para a importância do mercado livre hoje, que já representa 37% do suprimento de energia elétrica no Brasil, restringir esse mercado a 30%, no máximo, seria impedir a recontratação de 7% de toda a energia elétrica do nosso País nesse ambiente. Isso poderia trazer enorme insegurança jurídica e regulatória, congelamento e fuga de investimentos, perda de competitividade, ou seja, esse dispositivo, em específico, traz consequências nefastas para o avanço do setor elétrico brasileiro e, diante disso, um risco de aumento do preço da energia elétrica, aumento de bandeiras tarifárias, risco de blecautes, risco de fechamento de empresas e perda de empregos verdes. Por isso, com o efeito deletério de aumentar ainda mais a inflação, nós recomendamos que esses dispositivos específicos do PL 4.831/23 sejam revistos e, se possível, retirados.",RODRIGO LOPES SAUAIA,4798,10956,true
104,1,2,3,Rodrigo Lopes Sauaia,Defendeu que a limitação proposta atrasaria a transição energética e reduziria a arrecadação de impostos.,EXACT_MATCH,1,1,7420,7884,"Por que isso seria prejudicial e um retrocesso para o setor elétrico no Brasil? Isso, primeiro, conflita com todo o esforço que o Governo Federal e a sociedade brasileira vêm fazendo de ampliar a participação dos consumidores com mais liberdade no mercado livre. Isso inclusive entrou em vigor no começo deste ano. Os consumidores de média e alta tensão já podem migrar para o mercado livre. Nós estaríamos impedindo, obstruindo esse processo para os consumidores.",RODRIGO LOPES SAUAIA,4798,10956,true
